date,bid,ask,open,high,low,close,average,total_volume,turnover,trades
2023-05-15,,,2245.35,2252.42,2239.76,2251.24,,1,,0.0
2023-05-12,,,2239.25,2248.75,2231.45,2236.03,,1,,0.0
2023-05-11,,,2215.89,2240.04,2211.42,2229.91,,1,,0.0
2023-05-10,,,2224.5,2232.25,2189.73,2208.66,,1,,0.0
2023-05-09,,,2236.6,2236.68,2208.52,2223.58,,1,,0.0
2023-05-08,,,2241.33,2245.21,2229.39,2239.1,,1,,0.0
2023-05-05,,,2232.72,2240.48,2210.0,2240.48,,1,,0.0
2023-05-04,,,2227.75,2235.29,2219.91,2228.17,,1,,0.0
2023-05-03,,,2241.33,2255.6,2228.82,2238.76,,1,,0.0
2023-05-02,,,2273.63,2273.63,2232.29,2235.03,,1,,0.0
2023-04-28,,,2277.82,2285.89,2247.79,2270.58,,1,,0.0
2023-04-27,,,2240.55,2284.63,2225.85,2271.1,,1,,0.0
2023-04-26,,,2247.4,2247.71,2221.17,2240.08,,1,,0.0
2023-04-25,,,2256.2,2256.5,2237.1,2249.2,,1,,0.0
2023-04-24,,,2247.89,2264.67,2247.27,2259.82,,1,,0.0
2023-04-21,,,2251.95,2259.46,2235.96,2246.41,,1,,0.0
2023-04-20,,,2250.37,2257.37,2241.39,2248.82,,1,,0.0
2023-04-19,,,2252.34,2255.88,2242.27,2249.68,,1,,0.0
2023-04-18,,,2251.86,2265.81,2245.6,2256.28,,1,,0.0
2023-04-17,,,2258.96,2263.6,2245.51,2249.67,,1,,0.0
2023-04-14,,,2235.04,2254.63,2231.05,2249.47,,1,,0.0
2023-04-13,,,2217.08,2225.14,2206.77,2225.14,,1,,0.0
2023-04-12,,,2215.37,2239.01,2209.77,2215.15,,1,,0.0
2023-04-11,,,2205.63,2211.18,2197.96,2211.18,,1,,0.0
2023-04-06,,,2176.79,2185.33,2171.5,2184.73,,1,,0.0
2023-04-05,,,2209.27,2209.72,2166.57,2174.94,,1,,0.0
2023-04-04,,,2222.63,2238.16,2211.42,2215.91,,1,,0.0
2023-04-03,,,2215.44,2220.13,2208.09,2211.02,,1,,0.0
2023-03-31,,,2197.57,2225.63,2193.57,2223.74,,1,,0.0
2023-03-30,,,2153.66,2199.61,2152.84,2199.44,,1,,0.0
2023-03-29,,,2128.68,2149.36,2128.68,2149.36,,1,,0.0
2023-03-28,,,2130.3,2132.21,2110.49,2115.61,,1,,0.0
2023-03-27,,,2110.28,2129.54,2100.43,2111.77,,1,,0.0
2023-03-24,,,2121.92,2122.74,2083.53,2087.81,,1,,0.0
2023-03-23,,,2133.54,2140.54,2111.74,2136.0,,1,,0.0
2023-03-22,,,2144.54,2155.36,2139.29,2146.83,,1,,0.0
2023-03-21,,,2134.04,2152.64,2130.36,2145.4,,1,,0.0
2023-03-20,,,2071.39,2130.44,2050.43,2118.71,,1,,0.0
2023-03-17,,,2137.49,2145.89,2076.04,2088.02,,1,,0.0
2023-03-16,,,2126.98,2134.36,2085.4,2125.23,,1,,0.0
2023-03-15,,,2179.73,2179.73,2096.69,2096.8,,1,,0.0
2023-03-14,,,2152.68,2193.75,2146.2,2186.36,,1,,0.0
2023-03-13,,,2199.9,2202.15,2137.58,2156.58,,1,,0.0
2023-03-10,,,2207.34,2213.56,2178.64,2192.06,,1,,0.0
2023-03-09,,,2245.98,2252.57,2228.71,2245.11,,1,,0.0
2023-03-08,,,2238.3,2253.47,2238.3,2248.52,,1,,0.0
2023-03-07,,,2259.45,2268.96,2243.41,2244.66,,1,,0.0
2023-03-06,,,2259.9,2268.69,2253.2,2261.86,,1,,0.0
2023-03-03,,,2224.08,2254.32,2223.58,2252.76,,1,,0.0
2023-03-02,,,2203.68,2219.81,2198.26,2214.67,,1,,0.0
2023-03-01,,,2231.29,2243.98,2210.49,2214.68,,1,,0.0
2023-02-28,,,2227.3,2233.2,2214.32,2226.75,,1,,0.0
2023-02-27,,,2216.69,2244.89,2216.44,2234.99,,1,,0.0
2023-02-24,,,2233.65,2240.01,2198.17,2206.43,,1,,0.0
2023-02-23,,,2225.66,2242.02,2225.46,2227.58,,1,,0.0
2023-02-22,,,2218.69,2225.48,2202.85,2223.3,,1,,0.0
2023-02-21,,,2236.63,2246.29,2216.09,2223.49,,1,,0.0
2023-02-20,,,2252.51,2254.57,2235.59,2238.45,,1,,0.0
2023-02-17,,,2242.42,2257.93,2230.71,2249.38,,1,,0.0
2023-02-16,,,2265.22,2268.93,2241.96,2256.54,,1,,0.0
2023-02-15,,,2229.48,2255.47,2224.93,2255.14,,1,,0.0
2023-02-14,,,2239.45,2254.38,2224.8,2232.45,,1,,0.0
2023-02-13,,,2209.63,2234.98,2206.86,2233.18,,1,,0.0
2023-02-10,,,2226.43,2227.29,2189.09,2200.77,,1,,0.0
2023-02-09,,,2260.13,2265.72,2232.15,2235.37,,1,,0.0
2023-02-08,,,2266.67,2269.51,2244.1,2244.14,,1,,0.0
2023-02-07,,,2262.33,2267.29,2250.07,2254.8,,1,,0.0
2023-02-06,,,2281.11,2282.73,2253.04,2258.2,,1,,0.0
2023-02-03,,,2271.76,2295.3,2265.28,2294.52,,1,,0.0
2023-02-02,,,2228.29,2287.54,2226.35,2287.4,,1,,0.0
2023-02-01,,,2197.11,2215.47,2195.51,2210.13,,1,,0.0
2023-01-31,,,2197.61,2202.89,2184.34,2198.54,,1,,0.0
2023-01-30,,,2190.24,2204.23,2183.39,2200.08,,1,,0.0
2023-01-27,,,2198.13,2204.15,2187.29,2197.66,,1,,0.0
2023-01-26,,,2204.3,2208.69,2184.04,2190.53,,1,,0.0
2023-01-25,,,2215.79,2218.95,2193.52,2204.3,,1,,0.0
2023-01-24,,,2227.3,2229.46,2204.42,2216.17,,1,,0.0
2023-01-23,,,2208.17,2226.24,2204.61,2224.53,,1,,0.0
2023-01-20,,,2185.66,2197.73,2179.0,2197.42,,1,,0.0
2023-01-19,,,2202.33,2210.1,2173.89,2173.89,,1,,0.0
2023-01-18,,,2221.8,2234.51,2211.74,2218.74,,1,,0.0
2023-01-17,,,2221.24,2225.22,2209.96,2212.83,,1,,0.0
2023-01-16,,,2222.16,2226.08,2208.97,2225.1,,1,,0.0
2023-01-13,,,2222.15,2225.87,2204.74,2217.18,,1,,0.0
2023-01-12,,,2213.93,2234.7,2200.29,2225.27,,1,,0.0
2023-01-11,,,2183.82,2216.88,2183.4,2207.8,,1,,0.0
2023-01-10,,,2178.9,2184.19,2168.61,2180.7,,1,,0.0
2023-01-09,,,2161.92,2191.82,2160.59,2191.82,,1,,0.0
2023-01-05,,,2114.99,2137.54,2110.41,2137.44,,1,,0.0
2023-01-04,,,2096.81,2120.55,2095.51,2120.35,,1,,0.0
2023-01-03,,,2070.02,2104.63,2069.67,2090.03,,1,,0.0
2023-01-02,,,2056.93,2075.76,2054.8,2075.76,,1,,0.0
2022-12-30,,,2067.67,2072.24,2043.23,2043.4,,1,,0.0
2022-12-29,,,2050.72,2075.41,2042.83,2075.31,,1,,0.0
2022-12-28,,,2067.56,2070.41,2048.16,2052.76,,1,,0.0
2022-12-27,,,2068.82,2079.66,2062.8,2067.61,,1,,0.0
2022-12-23,,,2043.97,2061.16,2043.97,2054.33,,1,,0.0
2022-12-22,,,2065.1,2076.7,2039.9,2043.3,,1,,0.0
2022-12-21,,,2045.23,2066.05,2043.07,2065.13,,1,,0.0
2022-12-20,,,2029.44,2043.88,2023.77,2036.42,,1,,0.0
2022-12-19,,,2054.17,2061.94,2044.52,2047.98,,1,,0.0
2022-12-16,,,2076.78,2084.44,2043.73,2046.09,,1,,0.0
2022-12-15,,,2116.04,2119.1,2079.52,2079.52,,1,,0.0
2022-12-14,,,2136.5,2149.81,2111.47,2139.03,,1,,0.0
2022-12-13,,,2115.34,2162.3,2106.8,2140.7,,1,,0.0
2022-12-12,,,2104.84,2111.4,2095.22,2108.92,,1,,0.0
2022-12-09,,,2102.71,2120.76,2099.35,2116.45,,1,,0.0
2022-12-08,,,2093.31,2099.77,2085.68,2091.88,,1,,0.0
2022-12-07,,,2107.53,2109.77,2082.81,2088.43,,1,,0.0
2022-12-06,,,2134.61,2145.21,2105.69,2111.28,,1,,0.0
2022-12-05,,,2128.07,2145.0,2123.89,2139.69,,1,,0.0
2022-12-01,,,2125.53,2137.86,2115.3,2125.09,,1,,0.0
2022-11-30,,,2105.78,2120.35,2097.22,2102.42,,1,,0.0
2022-11-29,,,2103.01,2108.11,2089.86,2092.24,,1,,0.0
2022-11-28,,,2106.9,2110.82,2092.49,2096.38,,1,,0.0
2022-11-25,,,2109.9,2117.67,2103.53,2116.74,,1,,0.0
2022-11-24,,,2109.99,2118.52,2100.52,2106.75,,1,,0.0
2022-11-23,,,2103.32,2112.34,2098.54,2109.84,,1,,0.0
2022-11-22,,,2082.03,2103.35,2072.21,2096.56,,1,,0.0
2022-11-21,,,2082.2,2093.1,2072.39,2082.57,,1,,0.0
2022-11-18,,,2074.04,2095.05,2069.85,2087.37,,1,,0.0
2022-11-17,,,2077.65,2094.77,2054.36,2067.08,,1,,0.0
2022-11-16,,,2102.1,2110.47,2073.65,2074.98,,1,,0.0
2022-11-15,,,2112.78,2113.8,2086.78,2098.01,,1,,0.0
2022-11-14,,,2116.64,2120.6,2095.3,2107.99,,1,,0.0
2022-11-11,,,2119.08,2121.13,2088.57,2108.67,,1,,0.0
2022-11-09,,,2031.03,2035.09,2018.31,2033.12,,1,,0.0
2022-11-08,,,2005.03,2039.04,2002.36,2035.99,,1,,0.0
2022-11-07,,,1990.09,2014.33,1988.25,2008.62,,1,,0.0
2022-11-04,,,1967.43,1999.02,1966.28,1999.01,,1,,0.0
2022-11-03,,,1965.65,1965.65,1945.39,1960.06,,1,,0.0
2022-11-02,,,1980.02,1991.96,1974.04,1980.52,,1,,0.0
2022-11-01,,,1980.21,1997.2,1969.48,1974.99,,1,,0.0
2022-10-31,,,1979.0,1979.0,1960.69,1968.53,,1,,0.0
2022-10-28,,,1945.46,1978.12,1945.2,1974.28,,1,,0.0
2022-10-27,,,1962.4,1974.14,1956.18,1968.23,,1,,0.0
2022-10-26,,,1965.19,1973.58,1945.17,1970.06,,1,,0.0
2022-10-25,,,1945.72,1966.73,1922.01,1965.29,,1,,0.0
2022-10-24,,,1916.62,1941.42,1905.62,1938.73,,1,,0.0
2022-10-21,,,1887.21,1910.3,1880.35,1901.51,,1,,0.0
2022-10-19,,,1953.9,1962.99,1926.44,1926.44,,1,,0.0
2022-10-18,,,1928.99,1949.01,1922.04,1938.56,,1,,0.0
2022-10-17,,,1868.28,1916.28,1857.08,1908.38,,1,,0.0
2022-10-14,,,1880.19,1893.44,1861.79,1869.02,,1,,0.0
2022-10-12,,,1839.26,1850.88,1826.41,1834.36,,1,,0.0
2022-10-11,,,1824.37,1844.64,1818.61,1834.1,,1,,0.0
2022-10-10,,,1826.49,1858.54,1824.02,1836.91,,1,,0.0
2022-10-07,,,1871.9,1881.94,1839.04,1841.77,,1,,0.0
2022-10-06,,,1895.73,1905.38,1875.46,1883.04,,1,,0.0
2022-10-05,,,1901.49,1907.51,1874.84,1882.92,,1,,0.0
2022-10-04,,,1860.09,1910.71,1855.84,1909.64,,1,,0.0
2022-09-30,,,1805.62,1833.33,1796.83,1828.98,,1,,0.0
2022-09-29,,,1827.11,1828.11,1781.87,1794.39,,1,,0.0
2022-09-28,,,1812.57,1841.54,1791.37,1838.77,,1,,0.0
2022-09-27,,,1825.75,1841.74,1815.43,1829.37,,1,,0.0
2022-09-26,,,1807.02,1834.91,1805.49,1811.78,,1,,0.0
2022-09-23,,,1836.71,1840.65,1799.79,1817.96,,1,,0.0
2022-09-22,,,1851.68,1868.42,1835.38,1837.91,,1,,0.0
2022-09-21,,,1846.79,1882.24,1842.25,1878.77,,1,,0.0
2022-09-20,,,1889.03,1900.31,1856.67,1856.67,,1,,0.0
2022-09-19,,,1878.85,1885.92,1854.13,1877.92,,1,,0.0
2022-09-16,,,1894.27,1901.4,1881.51,1881.51,,1,,0.0
2022-09-15,,,1915.59,1932.35,1908.14,1911.79,,1,,0.0
2022-09-14,,,1926.6,1937.2,1910.27,1916.36,,1,,0.0
2022-09-13,,,1982.75,1985.2,1938.23,1938.23,,1,,0.0
2022-09-12,,,1943.56,1975.74,1941.77,1974.54,,1,,0.0
2022-09-09,,,1911.88,1941.1,1911.0,1934.06,,1,,0.0
2022-09-08,,,1905.7,1916.5,1872.95,1907.31,,1,,0.0
2022-09-07,,,1886.43,1902.29,1875.66,1897.76,,1,,0.0
2022-09-06,,,1898.23,1920.57,1888.86,1903.25,,1,,0.0
2022-09-05,,,1886.6,1901.71,1878.37,1898.81,,1,,0.0
2022-09-02,,,1893.36,1925.92,1882.96,1925.04,,1,,0.0
2022-09-01,,,1903.96,1907.13,1875.49,1875.49,,1,,0.0
2022-08-31,,,1950.35,1951.18,1920.23,1920.23,,1,,0.0
2022-08-30,,,1945.49,1975.59,1936.18,1942.43,,1,,0.0
2022-08-29,,,1933.97,1949.49,1919.04,1940.13,,1,,0.0
2022-08-26,,,1998.16,2000.67,1954.97,1956.17,,1,,0.0
2022-08-25,,,1995.09,1998.67,1975.51,1987.32,,1,,0.0
2022-08-24,,,1977.8,1992.44,1965.39,1983.58,,1,,0.0
2022-08-23,,,1986.79,2005.2,1980.23,1985.63,,1,,0.0
2022-08-22,,,2033.08,2035.86,1995.82,1995.99,,1,,0.0
2022-08-19,,,2044.21,2053.17,2037.87,2037.97,,1,,0.0
2022-08-18,,,2034.29,2057.78,2034.1,2053.33,,1,,0.0
2022-08-17,,,2059.58,2065.12,2031.99,2034.76,,1,,0.0
2022-08-16,,,2043.83,2059.31,2038.69,2058.94,,1,,0.0
2022-08-15,,,2039.06,2046.16,2031.01,2036.67,,1,,0.0
2022-08-12,,,2030.0,2041.09,2027.61,2032.51,,1,,0.0
2022-08-11,,,2037.16,2037.55,2016.6,2024.48,,1,,0.0
2022-08-10,,,1979.16,2025.48,1975.19,2025.48,,1,,0.0
2022-08-09,,,2013.52,2017.31,1981.72,1987.68,,1,,0.0
2022-08-08,,,2015.67,2026.87,2003.86,2017.15,,1,,0.0
2022-08-05,,,2024.22,2029.8,1998.49,1998.57,,1,,0.0
2022-08-04,,,2011.95,2026.91,2009.96,2020.83,,1,,0.0
2022-08-03,,,1990.83,2010.62,1987.56,2005.58,,1,,0.0
2022-08-02,,,1996.68,2004.14,1987.58,1993.92,,1,,0.0
2022-08-01,,,2031.99,2039.96,2000.37,2011.11,,1,,0.0
2022-07-29,,,2007.33,2035.43,2004.12,2032.53,,1,,0.0
2022-07-28,,,1982.2,1996.02,1978.45,1996.02,,1,,0.0
2022-07-27,,,1972.33,1981.71,1965.27,1971.38,,1,,0.0
2022-07-26,,,1971.19,1983.44,1961.19,1962.96,,1,,0.0
2022-07-25,,,1970.7,1981.72,1965.92,1970.89,,1,,0.0
2022-07-22,,,1973.17,1990.18,1962.66,1979.7,,1,,0.0
2022-07-21,,,1953.74,1981.92,1940.23,1975.97,,1,,0.0
2022-07-20,,,1968.11,1978.87,1950.96,1961.31,,1,,0.0
2022-07-19,,,1919.86,1961.38,1904.07,1961.12,,1,,0.0
2022-07-18,,,1920.31,1938.32,1911.79,1930.5,,1,,0.0
2022-07-15,,,1906.29,1906.62,1873.95,1903.82,,1,,0.0
2022-07-14,,,1922.15,1927.92,1885.87,1903.51,,1,,0.0
2022-07-12,,,1924.29,1968.81,1916.69,1968.81,,1,,0.0
2022-07-11,,,1941.7,1952.77,1934.87,1937.49,,1,,0.0
2022-07-08,,,1955.77,1971.06,1943.68,1971.04,,1,,0.0
2022-07-07,,,1935.77,1955.12,1926.92,1954.58,,1,,0.0
2022-07-05,,,1904.96,1911.82,1865.14,1866.16,,1,,0.0
2022-07-04,,,1889.16,1901.3,1881.09,1893.56,,1,,0.0
2022-07-01,,,1860.72,1897.18,1850.4,1875.94,,1,,0.0
2022-06-30,,,1884.93,1887.01,1858.12,1872.68,,1,,0.0
2022-06-29,,,1898.63,1918.5,1895.67,1908.31,,1,,0.0
2022-06-28,,,1927.58,1940.62,1911.54,1913.14,,1,,0.0
2022-06-27,,,1902.08,1930.78,1901.11,1924.84,,1,,0.0
2022-06-24,,,1865.54,1865.54,1865.54,1865.54,,1,,0.0
2022-06-23,,,1885.02,1892.04,1861.74,1865.54,,1,,0.0
2022-06-22,,,1881.03,1898.75,1864.53,1895.84,,1,,0.0
2022-06-21,,,1904.25,1924.36,1900.12,1903.38,,1,,0.0
2022-06-20,,,1891.93,1900.29,1881.23,1895.24,,1,,0.0
2022-06-17,,,1896.71,1911.84,1882.92,1884.27,,1,,0.0
2022-06-16,,,1940.95,1945.69,1883.23,1890.33,,1,,0.0
2022-06-15,,,1952.41,1957.67,1927.0,1946.86,,1,,0.0
2022-06-14,,,1967.64,1973.12,1927.03,1931.39,,1,,0.0
2022-06-13,,,1963.17,1977.63,1948.87,1956.5,,1,,0.0
2022-06-10,,,2027.72,2030.76,1988.69,1990.8,,1,,0.0
2022-06-09,,,2061.13,2071.32,2042.19,2044.06,,1,,0.0
2022-06-08,,,2085.54,2086.2,2059.44,2069.93,,1,,0.0
2022-06-07,,,2077.5,2082.71,2054.44,2074.21,,1,,0.0
2022-06-03,,,2091.95,2092.26,2067.72,2069.41,,1,,0.0
2022-06-02,,,2049.2,2080.52,2047.09,2075.68,,1,,0.0
2022-06-01,,,2057.53,2062.95,2038.41,2041.26,,1,,0.0
2022-05-31,,,2072.81,2074.31,2042.64,2042.64,,1,,0.0
2022-05-30,,,2070.95,2086.1,2069.61,2075.28,,1,,0.0
2022-05-27,,,2021.19,2058.1,2016.1,2058.1,,1,,0.0
2022-05-25,,,2014.55,2019.78,1981.82,1981.82,,1,,0.0
2022-05-24,,,2004.1,2017.99,1995.18,2001.1,,1,,0.0
2022-05-23,,,2019.21,2025.14,1998.84,2018.87,,1,,0.0
2022-05-20,,,2007.23,2020.1,1987.78,1994.09,,1,,0.0
2022-05-19,,,1976.01,1997.35,1967.43,1992.4,,1,,0.0
2022-05-18,,,2033.61,2038.75,2001.25,2002.54,,1,,0.0
2022-05-17,,,2020.02,2039.86,2013.88,2027.34,,1,,0.0
2022-05-16,,,2005.77,2021.33,1996.25,2004.49,,1,,0.0
2022-05-13,,,1995.01,2015.9,1979.55,2011.33,,1,,0.0
2022-05-12,,,1940.65,1976.82,1936.37,1973.48,,1,,0.0
2022-05-11,,,1958.35,1977.66,1943.05,1977.47,,1,,0.0
2022-05-10,,,1932.4,1973.59,1924.85,1943.11,,1,,0.0
2022-05-09,,,1946.89,1958.85,1908.97,1914.82,,1,,0.0
2022-05-06,,,1972.95,1980.66,1939.25,1962.0,,1,,0.0
2022-05-05,,,2040.17,2045.18,1981.77,1985.13,,1,,0.0
2022-05-04,,,2030.79,2033.47,2008.97,2011.12,,1,,0.0
2022-05-03,,,2037.25,2041.0,2024.17,2034.46,,1,,0.0
2022-05-02,,,2038.47,2041.74,1895.41,2020.41,,1,,0.0
2022-04-29,,,2054.66,2075.31,2042.98,2058.9,,1,,0.0
2022-04-28,,,2062.04,2066.4,2024.14,2038.56,,1,,0.0
2022-04-27,,,2013.78,2059.76,2011.88,2048.69,,1,,0.0
2022-04-26,,,2064.29,2079.75,2018.33,2018.33,,1,,0.0
2022-04-25,,,2051.16,2071.75,2041.65,2050.64,,1,,0.0
2022-04-22,,,2100.74,2118.33,2088.1,2094.94,,1,,0.0
2022-04-21,,,2111.87,2143.36,2104.42,2126.44,,1,,0.0
2022-04-20,,,2100.7,2128.83,2095.96,2109.1,,1,,0.0
2022-04-19,,,2085.19,2102.92,2066.7,2097.89,,1,,0.0
2022-04-13,,,2094.08,2107.13,2080.21,2098.58,,1,,0.0
2022-04-12,,,2077.29,2113.96,2063.92,2102.2,,1,,0.0
2022-04-11,,,2121.1,2127.66,2091.16,2097.71,,1,,0.0
2022-04-08,,,2123.8,2133.79,2117.08,2131.86,,1,,0.0
2022-04-07,,,2103.15,2123.88,2095.04,2108.04,,1,,0.0
2022-04-06,,,2135.02,2136.14,2080.34,2101.21,,1,,0.0
2022-04-05,,,2136.52,2149.03,2123.91,2132.52,,1,,0.0
2022-04-04,,,2125.48,2142.33,2101.18,2136.44,,1,,0.0
2022-04-01,,,2096.49,2122.13,2086.17,2119.62,,1,,0.0
2022-03-31,,,2139.59,2140.75,2092.78,2095.17,,1,,0.0
2022-03-30,,,2147.38,2148.38,2107.68,2130.3,,1,,0.0
2022-03-29,,,2144.68,2175.17,2134.84,2154.38,,1,,0.0
2022-03-28,,,2115.08,2139.01,2113.83,2124.93,,1,,0.0
2022-03-25,,,2125.62,2135.18,2100.2,2106.52,,1,,0.0
2022-03-24,,,2158.09,2158.66,2127.53,2134.16,,1,,0.0
2022-03-23,,,2189.82,2190.66,2140.73,2155.64,,1,,0.0
2022-03-22,,,2182.78,2193.88,2169.22,2182.78,,1,,0.0
2022-03-21,,,2177.64,2188.22,2166.49,2181.05,,1,,0.0
2022-03-18,,,2167.51,2178.83,2148.61,2178.83,,1,,0.0
2022-03-17,,,2177.82,2186.82,2144.69,2159.0,,1,,0.0
2022-03-16,,,2128.3,2172.45,2121.45,2167.15,,1,,0.0
2022-03-15,,,2076.27,2094.67,2044.99,2085.08,,1,,0.0
2022-03-14,,,2084.38,2115.07,2077.14,2096.44,,1,,0.0
2022-03-11,,,2047.62,2098.2,2043.76,2070.8,,1,,0.0
2022-03-10,,,2056.86,2059.9,2018.19,2038.92,,1,,0.0
2022-03-09,,,2023.64,2041.93,2000.43,2041.62,,1,,0.0
2022-03-08,,,1945.51,2019.91,1945.51,1972.04,,1,,0.0
2022-03-07,,,1924.06,2014.25,1902.22,1980.35,,1,,0.0
2022-03-04,,,2023.11,2039.33,1982.43,1985.54,,1,,0.0
2022-03-03,,,2084.98,2100.21,2044.22,2048.51,,1,,0.0
2022-03-02,,,2066.27,2107.06,2041.24,2096.53,,1,,0.0
2022-03-01,,,2122.38,2135.07,2084.93,2084.93,,1,,0.0
2022-02-28,,,2094.4,2135.22,2083.61,2134.07,,1,,0.0
2022-02-25,,,2100.79,2143.92,2074.74,2141.52,,1,,0.0
2022-02-24,,,2057.11,2094.76,2038.3,2078.06,,1,,0.0
2022-02-23,,,2163.03,2181.54,2139.68,2142.03,,1,,0.0
2022-02-22,,,2109.26,2175.99,2108.69,2157.92,,1,,0.0
2022-02-21,,,2210.44,2212.63,2140.62,2159.3,,1,,0.0
2022-02-18,,,2225.62,2231.17,2190.13,2197.72,,1,,0.0
2022-02-17,,,2267.78,2272.57,2224.25,2229.15,,1,,0.0
2022-02-16,,,2289.54,2290.95,2256.76,2263.41,,1,,0.0
2022-02-15,,,2236.85,2285.87,2234.0,2282.06,,1,,0.0
2022-02-14,,,2240.13,2247.55,2210.58,2240.97,,1,,0.0
2022-02-11,,,2291.98,2304.41,2284.33,2293.77,,1,,0.0
2022-02-10,,,2320.81,2324.67,2299.65,2314.26,,1,,0.0
2022-02-09,,,2284.87,2320.46,2283.64,2313.14,,1,,0.0
2022-02-08,,,2274.96,2291.32,2262.46,2274.4,,1,,0.0
2022-02-07,,,2269.94,2282.05,2252.12,2278.64,,1,,0.0
2022-02-04,,,2295.05,2300.25,2250.14,2254.3,,1,,0.0
2022-02-03,,,2323.04,2323.12,2275.98,2277.67,,1,,0.0
2022-02-02,,,2327.75,2331.91,2317.65,2324.48,,1,,0.0
2022-02-01,,,2309.18,2321.64,2304.1,2313.2,,1,,0.0
2022-01-31,,,2295.76,2302.16,2281.3,2290.16,,1,,0.0
2022-01-28,,,2267.62,2271.87,2232.12,2266.82,,1,,0.0
2022-01-27,,,2245.49,2290.02,2242.22,2270.12,,1,,0.0
2022-01-26,,,2259.59,2297.9,2257.04,2286.11,,1,,0.0
2022-01-25,,,2250.57,2262.95,2225.73,2239.72,,1,,0.0
2022-01-24,,,2296.65,2302.24,2211.43,2223.99,,1,,0.0
2022-01-21,,,2328.11,2331.67,2296.1,2314.06,,1,,0.0
2022-01-20,,,2343.43,2359.63,2325.38,2354.51,,1,,0.0
2022-01-19,,,2308.15,2355.27,2306.98,2332.96,,1,,0.0
2022-01-18,,,2351.5,2351.5,2309.86,2322.8,,1,,0.0
2022-01-17,,,2366.72,2372.94,2353.46,2363.12,,1,,0.0
2022-01-14,,,2376.12,2383.5,2356.0,2358.29,,1,,0.0
2022-01-13,,,2396.43,2405.24,2386.56,2397.96,,1,,0.0
2022-01-12,,,2398.98,2405.0,2374.59,2399.18,,1,,0.0
2022-01-11,,,2371.15,2387.13,2365.11,2379.19,,1,,0.0
2022-01-10,,,2413.52,2415.91,2346.57,2352.73,,1,,0.0
2022-01-05,,,2459.48,2460.71,2442.81,2442.81,,1,,0.0
2022-01-04,,,2456.1,2466.93,2450.63,2456.17,,1,,0.0
2022-01-03,,,2424.04,2450.68,2424.04,2444.19,,1,,0.0
2021-12-30,,,2417.7,2425.2,2415.16,2419.73,,1,,0.0
2021-12-29,,,2421.55,2424.06,2410.76,2418.9,,1,,0.0
2021-12-28,,,2407.92,2422.44,2406.25,2420.47,,1,,0.0
2021-12-27,,,2381.16,2410.4,2377.76,2406.61,,1,,0.0
2021-12-23,,,2346.32,2385.66,2345.97,2385.63,,1,,0.0
2021-12-22,,,2322.54,2334.81,2312.48,2334.81,,1,,0.0
2021-12-21,,,2305.13,2319.52,2302.51,2319.52,,1,,0.0
2021-12-20,,,2260.59,2291.26,2257.79,2285.72,,1,,0.0
2021-12-17,,,2304.65,2309.61,2286.63,2305.92,,1,,0.0
2021-12-16,,,2330.77,2333.19,2304.52,2311.03,,1,,0.0
2021-12-15,,,2289.55,2302.02,2280.77,2293.46,,1,,0.0
2021-12-14,,,2319.88,2329.74,2283.2,2286.37,,1,,0.0
2021-12-13,,,2322.11,2342.51,2309.45,2310.35,,1,,0.0
2021-12-10,,,2312.11,2328.72,2308.44,2315.73,,1,,0.0
2021-12-09,,,2338.92,2340.72,2317.45,2323.89,,1,,0.0
2021-12-08,,,2332.69,2352.68,2321.15,2326.55,,1,,0.0
2021-12-07,,,2305.71,2338.68,2304.5,2334.85,,1,,0.0
2021-12-06,,,2260.31,2288.66,2247.79,2285.53,,1,,0.0
2021-12-03,,,2278.92,2283.67,2238.29,2240.83,,1,,0.0
2021-12-02,,,2261.48,2276.13,2243.67,2263.2,,1,,0.0
2021-12-01,,,2261.53,2292.88,2252.04,2290.72,,1,,0.0
2021-11-30,,,2245.21,2273.99,2229.5,2241.66,,1,,0.0
2021-11-29,,,2262.56,2286.21,2255.36,2272.27,,1,,0.0
2021-11-26,,,2266.63,2279.66,2241.65,2242.18,,1,,0.0
2021-11-25,,,2342.37,2348.46,2326.98,2335.59,,1,,0.0
2021-11-24,,,2339.78,2352.65,2324.46,2336.5,,1,,0.0
2021-11-23,,,2352.18,2357.61,2331.72,2334.31,,1,,0.0
2021-11-22,,,2378.95,2384.43,2368.57,2368.57,,1,,0.0
2021-11-19,,,2379.63,2389.11,2356.4,2373.92,,1,,0.0
2021-11-18,,,2383.24,2387.14,2366.83,2373.04,,1,,0.0
2021-11-17,,,2376.78,2384.1,2364.89,2384.1,,1,,0.0
2021-11-16,,,2379.27,2390.34,2368.97,2385.63,,1,,0.0
2021-11-15,,,2360.38,2374.71,2358.13,2374.47,,1,,0.0
2021-11-12,,,2347.52,2366.46,2345.25,2365.45,,1,,0.0
2021-11-11,,,2331.09,2351.03,2328.57,2346.46,,1,,0.0
2021-11-10,,,2324.47,2333.17,2316.64,2331.42,,1,,0.0
2021-11-09,,,2326.86,2338.95,2321.54,2327.12,,1,,0.0
2021-11-08,,,2320.73,2337.23,2319.6,2331.85,,1,,0.0
2021-11-05,,,2326.23,2333.64,2322.56,2324.9,,1,,0.0
2021-11-04,,,2330.56,2331.92,2320.41,2330.07,,1,,0.0
